,Tweet Text,Informativeness
7936,"Heard that the hurricane starting in Brooklyn; and Manhattan. Oh, please. Be safe.",on-topic
7937,RT @ABC2NEWS: Want the latest on #Hurricane #Sandy? WATCH: http://t.co/o7dcHdji #wx,on-topic
7938,RT @sickipediabot: U.S met office issues a stark warning that Hurricane Sandy has been upgraded to a British Summer,on-topic
7939,"RT @steveniannacci: Hurricane Sandy is making me fat. I'm bored and when I'm bored, I eat. When I eat, I eat EVERYTHING.",on-topic
7940,RT @MJKAY_: I cannot walk outside without hurricane sandy hitting me in my damn face ????,on-topic
7941,"RT“@Q80BOY: The last time we saw something like this, was never.. ~ Governor of Connecticut on hurricane Sandy. :|”\\???? ?????? ..",on-topic
7942,Obama Heads To Red Cross In Aftermath Of Hurricane Sandy http://t.co/PPNCaCwG via @HuffPostPol,on-topic
7943,RT @lenniestapes: “@hurricannesandy: I'M BOUT TO TWERK UP AND DOWN THE EAST COAST!” Hurricane @RubbyJuice??,on-topic
7944,RT @SandysHurricane: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES? #Sandy,on-topic
7945,Better yet watch me tie all three of his dogs to tree during the hurricane.,on-topic
7946,"RT @hurricannesandy: STAY IN DOORS EVERYONE, HURRICANE SANDY IS NO JOKE... http://t.co/aB5KBDes",on-topic
7947,If @tyleroakley gets even one hair blown out of place from Hurricane Sandy. Hurricane HappyWilkie will emerge.,on-topic
7948,RT @__creeeeepO_o: I heard the hurricane coming up the east coast. Pray everyone safe.,on-topic
7949,@PeeAyeTee_ @Lvpioneer09 y'all get hurricanes n shit tho. I'd take a hurricane any day,on-topic
7950,I pray for everyone who was affected by hurricane sandy....be safe,on-topic
7951,Hurricane Sandy to Put 50 Million People at Risk http://t.co/XVLaXaIk,on-topic
7952,This hurricane has got me wondering if the world is going to end.,on-topic
7953,"RT @ltsFrankenStorm: BITCH, IMA THROW A SEMI-TRUCK AT YOUR HOUSE BITCH FUCK OUTTA HERE - HURRICANE SANDY",on-topic
7954,Bleek's Intel: An Alarming GIF of Hurricane Sandy Approaching the East Coast http://t.co/HU5UQs0X http://t.co/0YF4jGnP,on-topic
7955,"On the bright side of this hurricane, I don't have to wear pants until Wednesday ??",off-topic
7956,I love seeing new reporters trying to talk in the middle of a hurricane. Wouldn't catch me out there getting blown away lmao,on-topic
7957,RT @WhiteFolkProbs: Hurricane Sandy is forcing me to spend time with my family.,on-topic
7958,RT @PatrickSwavey_: Watch when this hurricane come... hoes gone be like ''cuddling weather'' .,on-topic
7959,Wtf mw2 down bc of fn hurricane sandy,on-topic
7960,RT @KevinHart4real: My prayers go out to all of the families on the east coast that were affected by Hurricane Sandy,on-topic
7961,My thoughts are with those affected by Hurricane Sandy.Damn mother nature.,on-topic
7962,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
7963,RT @DaleMallonee: So with all of these earthquakes and this hurricane and tsunamis maybe the world is going to end in December lol,on-topic
7964,"RT @WesleyStace: People, this isn't Frankenstorm! It's more properly known as Dr Frankenstrom's Monster (or The Modern Prometheus).",on-topic
7965,Keep calm and get your #hurricane on,on-topic
7966,RT @BuzzFeedAndrew: Hurricane Sandy is larger than the state of Texas and could end up being the largest storm to hit the United States  ...,on-topic
7967,If FCPS doesn't cancel tomorrow I swear I am making all of my students run the mile in the hurricane.,on-topic
7968,RT @HurricaaneSandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic
7969,I've never been in a hurricane but one time the wind was about 110mph here and windows were shattered at school and we got sent home.,on-topic
7970,RT @kingsleyyy: Hurricane Sandy has a heavy flow and a wideset vagina.,on-topic
7971,"RT @PBNRG: Dear people in India worrying about Hurricane in the USA, let me remind you that a few days back Assam had a huge flood and y ...",on-topic
7972,RT @SkinnySoPretty: That hurricane wasn't weak. We just didn't experience it as much as New York and New Jersey. They had the center o ...,on-topic
7973,It never ceases to amaze me how stunned people get over a hurricane's devastation. ANY strong storm can do damage. When will people learn?,on-topic
7974,I hate #sandy because it closed my favorite part of life. The markets. Damn you hurricane damn you.,on-topic
7975,"RT @eldahshan: @maimoghli @KShihabi yep. Yet even with this storm, labelled Frankenstorm, they don't realise it's named after genius a ...",on-topic
7976,"As long as Charlie still has phone service, he will doing a radio show, describing his experience with Hurricane... http://t.co/xnCJY9x3",on-topic
7977,@maddiekaiser143 @heyitskellyy hahaha that sucks. If the hurricane is bad y'all probably gonna get blown away.,on-topic
7978,RT @BigFrankenStorm: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
7979,"RT @BostonTweet: Yesterday Hurricane Sandy, today a huge rainbow over Boston. http://t.co/X6Dx2Ddf (pic @NewMusicCo)",on-topic
7980,RT @RomneyStormTips: 47% of these hurricane victims expect to be rescued by FEMA... I will never convince them #MittsStormTips #Sandy,on-topic
7981,“@EgyMMnAst146: gonna laugh when this hurricane sandy thing doesn't even happen..”,on-topic
7982,@61612_You_Me you look asian so you must be asian ;o and no but if I twerk it going to create a hurricane c;,off-topic
7983,it was a hurricane in new york. ??????,on-topic
7984,Saw a young Katniss Everdeen on Cortelyou fashioning a bow out I hurricane detritus.  That's the real deal.,on-topic
7985,"RT @breanaboykins: “@LickMyKittyxoxo: quil deadasss texted me just now and said  be safe in this hurricane shit , love you son  LMAAAA ...",on-topic
7986,RT @Dipper_Probs: RT if you're gunna pack lips through hurricane sandy! @HurrcaneSanDEEZ,off-topic
7987,RT @GreatBibleVerse: Lord. Turn your ear toward me. Listen to my words - Psalm 17:3 (Pray for a shield around people hit by #Hurricane # ...,on-topic
7988,That hurricane sandy twitter is funny but kinda fucked up,on-topic
7989,Lol so many people retweet the hurricane sandy account that I don't even have to follow it.,on-topic
7990,RT @fholme: RT @thorlby: I just stepped outside and got a face full of shit and piss and heard I thought hurricane season was over in  ...,on-topic
7991,"Where #oak tree meets #suburban home, lovely #Fairfax #Virginia post #sandy Come 4 the hurricane, stay 4 the firewood http://t.co/XpSWTPbH",on-topic
7992,I hoped can still work today this hurricane ain't talkin bout shit,on-topic
7993,RT @Giorgio_Armaine: I been chill all day disregarding y'all Hurricane Sandy tweets but some of y'all shit getting ignorant and need to  ...,on-topic
7994,RT @TheDopestNword: So what is the Hurricane Sandy parody page gonna do when the hurricane is over?,on-topic
7995,Dear hurricane sandy you can take the cold weather back I was perfectly content with my southern Illinois fall weather.,on-topic
7996,Be safe guys! This hurricane doesn't seem like a joke...,on-topic
7997,"Video Interlude: Watch Padma Talk Top Chef, Hurricanes on Jimmy Fallon: \\Undeterred by a silly little hurricane... http://t.co/gvMwOVNk",on-topic
7998,Has anyone thought that maybe hurricane sandy is the start of us all dying this year #2012,on-topic
7999,RT @lFrankenstorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN.,on-topic
8000,David Stern really said hurricane Katrina.... -.-,on-topic
8001,"@MarthaRRobinson BTW, how's it going in the Frankenstorm? Hope you're OK xx",on-topic
8002,RT @elolomega: Our 2012 season is wrapping up today. Due to hurricane sandy we will close at 4:00.,on-topic
8003,My prayers go out to the people in NYC and anyone whose been hit by Hurricane Sandy. ????,on-topic
8004,New York City Suspends Public Transport as Hurricane Sandy Whips up the Atlantic http://t.co/eAbimGrF,on-topic
8005,Dominion says Hurricane Sandy could leave 1 million in the dark http://t.co/WAW2D90E,on-topic
8006,"RT @SkepticalAfrica: So you're telling me, people are scared and are worried about a hurricane,  because a lot of water is going to fall ...",on-topic
8007,@tijanagavvs  yaw cause of hurricane sandy :(,on-topic
8008,Hurricane sandy: ??????????????????????\Me: Mr.Sun Sun Mr. golden sun won't you shine on me ????????,on-topic
8009,"My thoughts are with everyone thats getting affected by the hurricane, stay safe!!!!!",on-topic
8010,@Zuora wants to help @Network4Good with Hurricane Relief. Text SANDY to 80888 & donate $10 to @redcross @AmeriCares & @SalvationArmyUS #help,on-topic
8011,"CNN news Look presidential during a disaster: With Hurricane Sandy slamming the East Coast, President Barack Oba... http://t.co/Vp3Y8bMv",on-topic
8012,So hurricane sandy... When can people steal TVs?,on-topic
8013,"RT @TornadoTitans: Major earthquake off the west coast, #FrankenStorm off the east coast. Dang #mayans better not ruin the 2013 chase se ...",on-topic
8014,Frankenstorm: Hyping Sandy's Arrival: http://t.co/gazr8h8f #pr #weather #sandy #frankenstorm,on-topic
8015,Homeless People Suffer Through Hurricane Sandy in New York City http://t.co/ckMqtjuT,on-topic
8016,@justkeepSWAIMin “@gossipgirl: BREAKING NEWS: There will not be a new Gossip Girl episode tonight because of Hurricane Sandy. Aww shucks,on-topic
8017,"Someone should tell hurricane Sandy to pull up her boot straps, dress like a greaser and start dating John Travolta. #greasetweet",on-topic
8018,Christmas music in a hurricane @hebert_heidi #work,on-topic
8019,RT @MabeISimmons: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay!!,on-topic
8020,RT @LouieeeeV: This Hurricane Need To Hurry Up So CITY Schools Don't Have School Monday !,on-topic
8021,RT @_Snape_: Sandy isn't a very threatening name for a Halloween hurricane. A much scarier name would be Hurricane Umbridge. #hurricanesandy,on-topic
8022,weird how much this hurricane makes me think of camp #camprainydays,on-topic
8023,RT @MC_lovin101: I will gain 5 pounds by the end of this hurricane,on-topic
8024,"‘New York Times,’ ‘Wall Street Journal’ Take Down Paywall for Hurricane Sandy: \\The New York Times suspended th... http://t.co/bZ1IoTYM",on-topic
8025,RT @Bshu42: Hurricane Sandy is just Mother Nature's way of telling the NHL to #EndTheLockout,on-topic
8026,"@BarackObama As Hurricane #Sandy approaches, remember that under Romney, there'd be no federal relief for natural disasters.",on-topic
8027,RT @cnnbrk: Weather service reports 24-foot seas off New Jersey ahead of Hurricane #Sandy http://t.co/XEYNBgW0,on-topic
8028,"RT @amandaahodgg: School better be cancelled Monday, not tryna be stuck in school cuz of the hurricane",on-topic
8029,"RT @gabeulla: If the roof stays on the building, we'll be open tomorrow. The Ultimate Hurricane Sandy Dining Guide http://t.co/Ix2aj3v9",on-topic
8030,RT @acwings: Hurricane sandy is probly just a joke the squirrels are planning on us.. Sandy wanted to go to Texas.. Not Connecticut..,on-topic
8031,These hurricane sandy accounts are stupid ??,on-topic
8032,"RT @WckdStepMomster: Hurricane preparation list 1: first aid kit, batteries, case of wine, candles, bottled water, tonic water, olives,  ...",on-topic
8033,RT @SandysHurricane: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES? #Sandy,on-topic
8034,is the next hurricane after sandy going to be named Tony?,on-topic
8035,RT @AFrankenStorm: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,on-topic
8036,RT @SandysHurricane: DA GUY ON DA NEWS WAS LIKE 'IT'S GONNA RAIN' NO SHIT NIGGA IT'S A HURRICANE.,on-topic
8037,"I'm ready for this hurricane. Got my toilet paper, flashlight, and Doritos. I should be aight ...",on-topic
8038,RT @RawrZiam: IF ANY BOY SERENADED ME WITH THIS SONG I WOULD RIP OFF MY UNDERWEAR FASTER THAN HURRICANE SANDY,on-topic
8039,Think I'll whip up a batch of hurricane chili...same as regular chili but with an added pinch of being terrified,off-topic
8040,RT @j_michelle84: ????????RT @MrInconSiderate: A New Tv Show RT @feedmeOATMEAL: whats HURRICANE SANDY ??,on-topic
8041,RT @hurricannesandy: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO.,on-topic
8042,RT @TommoLover1D: Plot Twist: Hurricane Sandy is God sobbing because of the perfection of Little Things,on-topic
8043,RT @zachbraff: “@realDonaldTrump: Hurricane is good luck for Obama again- he will buy the election by handing out billions of dollars.”  ...,on-topic
8044,RT @hurricannesandy: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES?,on-topic
8045,RT @TALL_Probz_: News: the hurricane will bring lots of rain\What girls heard: rain? cuddling weather,on-topic
8046,RT @RT_com: BREAKING: US death toll from hurricane Sandy climbs to 33. LIVE UPDATES http://t.co/RFbLL7kn,on-topic
8047,Urgent Warnings as Hurricane Sandy Strengthens and Heads to Northeast http://t.co/WD85JWT1,on-topic
8048,RT @hurricannesandy: I'M A INDEPENDENT SASSY BLACK HURRICANE WHO DON'T NEED NO MAN.,on-topic
8049,"Do you guys realize that if thes hurricane tears down schools,  our houses are goimg down aswell..... think.",on-topic
8050,Can we have a hurricane sandy day? Too much wind to be driving...,on-topic
8051,By far the three biggest idiots of Hurricane Sandy. http://t.co/P4aLqJMe,on-topic
8052,RT @_Jaaydaahhh: When This Hurricane Suppose To Start ?,on-topic
8053,How are you preparing for #HurricaneSandy? #Frankenstorm #Scranton #NEPA,on-topic
8054,really though this hurricane is no joke y'all. praying for those affected by it.,on-topic
8055,"RT @Smile_ItsMeeee: God, help the homeless during this hurricane, they need more protection than us ?",on-topic
8056,RT @lFrankenstorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN.,on-topic
8057,RT @PimpBillClinton: Wish I could be there a month from now when Dubya finds out there's been a hurricane.,on-topic
8058,RT @OverlyManlyMann: Hurricane Sandy? You mean my wife?,on-topic
8059,that hurricane looks a bit lairy..,on-topic
8060,RT @Timcast: For those tracking #Sandy #Frankenstorm I am in lower Manhattan. Will be livestreaming at http://t.co/n7qXuitA,on-topic
8061,Hurricane Sandy drives viewers to ‘Dancing with Stars’ http://t.co/nM5HWp5q,on-topic
8062,"Google Launches Crisis Map for Hurricane Sandy: \As Hurricane Sandy moves near the U.S. mid-Atlantic coast, Goog... http://t.co/8ImKHRne",on-topic
8063,"@mexxicanhair they got caught in the hurricane , your safe #ForNow.",on-topic
8064,RT @bAMBoozled__: I wish there was an exit button for this hurricane sandy alert ! Sheesh ! #annoying,on-topic
8065,HaRT @HopeDworaczyk Dear @CNN looks like you put only women in the hurricane path while your male reporters are safe somewhere in Atlanta,on-topic
8066,RT @GayAtHomeDad: Hurricane Preparation Step 5:\\Charge all of your Apple products.  Hopefully you'll get their full 2 hours of use once ...,on-topic
8067,RT @KFCBarstool: I'm going to stand outside and let Hurricane Sandy take me away. #Jets,on-topic
8068,Shark in New Jersey street after Hurricane Sandy http://t.co/QiTmQzOg.,on-topic
8069,HAARP Paving The Way For Hurricane Sandy Into New England - http://t.co/OkseLE3O http://t.co/49BFa9zU via @sharethis,on-topic
8070,"Still open for Business, despite hurricane Sandy: Like most businesses here in New Jersey , we're suffering the... http://t.co/l9JFkAox",on-topic
8071,RT @SongsQuotations: After a hurricane comes a rainbow - Katy Perry,on-topic
8072,RT @lmSweetBrown: Hurricane sandy? Ain't nobody got time for that!,on-topic
8073,"Northeast braces for hurricane: While Hurricane Sandy heads toward the coast, residents prepare for the worst. http://t.co/vZz31wpf",on-topic
8074,RT @TCorriveau24: Ok we understand that there is a hurricane you don't have to tweet about it every 2 minutes,on-topic
8075,"RT @Goku: The East Coast is experiencing a Hurricane with a power level well over 9,000. Stay dry all, be safe.",on-topic
8076,Hurricane Sandy Open Thread - Please Stay Safe Out There http://t.co/KGfVUbdK,on-topic
8077,"RT @IamShuffle: Cine: Skating, fuck a hurricane http://t.co/rdyoKHGn",on-topic
8078,probably could have made it to work yesterday and today but decided to have a hurricane party instead #ohwell,on-topic
8079,"RT @Rab_59: First hurricane Sandy, now Reading, I think the worlds ending :/",on-topic
8080,RT @ydeologi: Glad @wbuteau is OK after wave hit during live hurricane coverage (video): http://t.co/dd34o2ZQ or http://t.co/sAgfSVhs #S ...,on-topic
8081,"Just because there was a hurricane, doesn't mean I can't online shop still ??. I think I just spent like 800$ lol",on-topic
8082,RT @brookesouders: This hurricane's name should be Helga.,on-topic
8083,Probably the worst thing to happen at umd during this hurricane is the fully-nude pic of @51ShadesOfChris that made its way onto my timeline,on-topic
8084,RT @jgerlach11: omg these hurricane sandy twitters are showing so much ORIGINALITY!! &lt;3333(((((:,on-topic
8085,"@LizGOnline Hey,Liz stay safe in Hurricane Sandy,my pt of Jersey majior damage.",on-topic
8086,"RT @ABC: New mandatory evacuations in New Jersey, in parts of Hoboken, Jersey City, and Cranford. Hurricane #Sandy Live: http://t.co/IeB ...",on-topic
8087,#mashable Sesame Street Teaches Your Kids About Hurricane Sandy http://t.co/uS8gBOMx,on-topic
8088,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
8089,I'm believe they make this hurricane shit up so y'all can go out and spend that money,on-topic
8090,RT @BigFrankenStorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN.,on-topic
8091,All i see in instagram since yesterday is pictures of the hurricane and shout outs lol.,on-topic
8092,"Wow, not even a hurricane will make them move… inspiring. http://t.co/aXeoizp4",on-topic
8093,"Yea they're talkin bout a hurricane on ESPN, I ain't goin to work tomorrow.",on-topic
8094,Being a hurricane is the most hardcore thing something named Sandy has ever done. #2: cutting line at Starbucks,on-topic
8095,@Only1Zah Maaaaannn Hurricane Zah wouldn't have came out da water she woulded been scared 2 come inland lol,on-topic
8096,"Bitch im set for the hurricane all i need is captain crunch twizzlers orange pack skittles ,& purple bag doritos , & gatorades,",on-topic
8097,@PrincessGirlEm There is another storm to the west that could converge with the hurricane and bring us snow too...,on-topic
8098,RT @cthagod: Any chick that didn't attempt to get trapped with you during the hurricane text her I don't want none of that category 1 p ...,on-topic
8099,RT @rickygervais: Pastor blames Gays for hurricane Sandy\http://t.co/lf4mC5X5\Can't decide if its more hilarious or fucking disgusting ...,on-topic
8100,MI too! RT @Sarb719: All someone had to say is hurricane and the price of gas in Ohio jumped 30 cents. #gougemuch?,on-topic
8101,RT @hurricannesandy: DIS BITCH WAS LIKE I'M DYING AT HURRICANE SANDY TWEETS AND I'M LIKE YOU ABOUT TO BE DYIN IN REAL LIFE HOE.,on-topic
8102,RT @DevonKing10: Enough with these party's Someone have a hurricane sandy partyy,on-topic
8103,“@JeffDarlington: Eagles have decided to shut down football operations tomorrow as Hurricane Sandy approaches”\\Also today apparently. #NFL,on-topic
8104,RT @kristenteufel: Alright. It's time to break into the hurricane rations: opening the bottle of 2010 malbec.,on-topic
8105,@karakaty18 I'm ok just watching YouTube videos...no we don't have the hurricane here.,on-topic
8106,RT @VH1PNUT: NO HURRICANE ON THE WEST COAST NIGGAS. WE OUT ON THE BEACH SIPPIN PINA COLADAS SINGIN HAKUNA  MATATA,on-topic
8107,be safe.. board up!!! RT @ilickmysoles Hurricane bout to have me living that Amish Paradise smh,on-topic
8108,"RT @miilkkk: I'm not worried about Hurricane Sandy, I have a Shamwow.",on-topic
8109,RT @Brn_Eyed_Gurl: Expecting #Bloomberg in #NYC to issue Order any second now limiting hurricane #Sandy rainfall to no more than 16oz/re ...,off-topic
8110,I don't know what's worse. This hurricane that is coming or watching the Jets play football. I think it's the Jets. #fb,on-topic
8111,5 Things Hurricane Sandy Reveals About Global Warming http://t.co/DqE0xM0Q,on-topic
8112,"My 5k goes out to all my followers, stay safe for this hurricane xoxo ???????????????",on-topic
8113,Hurricane starts at 12 pm to 12 am might not be power for 10 days halloween might be cancelled FML,on-topic
8114,"// 6y.o. said Mom, remember that hurricane storm last night? Ah, youth! Totally forgot she turns 7 on Thursday.",on-topic
8115,Hurricane sandy you're ruining everything ????? #goaway #noonelikesyou,on-topic
8116,RT @OperationPromo: #TeamFollowBack U.S. Stock Market To Close Down On Monday And Possibly Tuesday Due To Incoming Hurricane http://t.co ...,on-topic
8117,I want dis hurricane to come alreeady...,on-topic
8118,Hurricane X. It will wipe humanity with its fluffiness,on-topic
8119,I hope the people that went through the hurricane are doing alright. &lt;3 #GodHelpThem,on-topic
8120,RT @BigFrankenStorm: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
8121,"Red Cross has a free hurricane app that includes a flashlight, strobe, alarm, and ways to left friends and family that you are safe.",on-topic
8122,The best pictures and videos of the Hurricane #Sandy http://t.co/oaIA0k2u,on-topic
8123,RT @bro_vik: everyone asking for a party tonight is clearly forgetting that theres about to be a fucking hurricane...,on-topic
8124,RT @GreenOlive711: this #hurricane is going to pull all the leaves off the trees. BYE FALL. :(,on-topic
8125,RT @lbyrd9: Praying for everyone along the East coast in the path of Hurricane Sandy! ??,on-topic
8126,RT @Kevvylam: I hope none of my good looking followers get blown away by the hurricane &lt;3,on-topic
8127,"RT @Nash076: Hurricane or no, Sandy's going to make New York, thoroughly gray, wet, rainy and cold.  Or more simply, Wales.",on-topic
8128,RT @ComedyPosts: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,on-topic
8129,RT @BuzzFeedAndrew: When Hurricane Donna created an 11-foot storm surge in lower Manhattan in 1960.  http://t.co/8VHkCCKQ via @LucyKafanov,on-topic
8130,RT @JetBlue: 10/30 update: Recovering from Hurricane #Sandy http://t.co/1EqATPbm http://t.co/VDoRgC5q,on-topic
8131,RT @itsBLB: Girl sweeps him off his feet. Hurricane Sandy.,on-topic
8132,Even though ima yankee fan and love arod . Im renamin this hurricane after him so it dosent hit anything else lmfaooo,on-topic
8133,RT @TheComedyHumor: What if gangnam style is actually just a giant rain dance and we brought this massive hurricane on ourselves,on-topic
8134,RT @EddieTrunk: Now that this game is in the books and I can exhale time to start stressing about this hurricane & my house. Best to ...,off-topic
8135,"RT @The_MarySue: Good luck with the Frankenstorm, all our fellow East Coasters!",on-topic
8136,@BradNitzWSB When was GA's last direct hit by a hurricane?  I can't remember one in my lifetime. #Sandy,on-topic
8137,RT @shighanigga: can this hurricane like come to Ohio and blow my school away..,on-topic
8138,"Oh shit, how am I supposed to tweet if the power goes out from the hurricane?",on-topic
8139,RT @thejujubeatz: Why da fuck do hurricane sandy gotta page lmao,on-topic
8140,RT @AHurricaneSandy: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,on-topic
8141,RT @_Snape_: Just heard Hurricane Sandy is about to hit the Jersey Shore. I think this is something we can all approve of.,on-topic
8142,@lipsandgrapes That  made me giggle... Watch the news nut! Lol *Hurricane*,on-topic
8143,"RT @cnnbrk: Hurricane #Sandy storm conditions extend to Lake Michigan, weather service says http://t.co/XEYNBgW0",on-topic
8144,"RT @Political_Bill: Instead of just praying for those in the path of Hurricane Sandy, 'We, the People' sent a prepared & equipped #F ...",on-topic
8145,RT @cornlog: They're now saying Hurricane Sandy is gonna be the biggest storm since the last time there was a big storm.,on-topic
8146,"RT @FauxDatPrince: New York,isnt the only place wher Hurricane sandy is. Pray for EVERYONE.",on-topic
8147,RT @Reuters: Hurricane Sandy disrupts Northeast telecom networks http://t.co/WZKb5rq9,on-topic
8148,RT @TEDchris: Frankenstorm to candidates: I am your last chance to mention climate change.  Candidates: Franken... who?,on-topic
8149,You know a hurricane was pussy when MY power didn't even go out.,on-topic
8150,The first rule of hurricane coverage is that every broadcast must begin with palm trees bending in the wind. -  Carl H http://t.co/uDvQ7118,on-topic
8151,RT @nlts23: Mitt Romney Donates Campaign Bus to Hurricane Sandy Relief | http://t.co/LhbY6DFR http://t.co/njUG32dT,on-topic
8152,RT @ManlyAsshole: They should've named this hurricane Snooki. Ugly bitch who will blow anything in Jersey within a 50 mile radius. #Sandy,on-topic
8153,Nucky Thompson can't be too happy about this hurricane. It will definitely affect business #boardwalkempire,on-topic
8154,Glad I have my priorities straight. At the bar watching football instead of preparing for the hurricane.,on-topic
8155,I'm bout to smoke all #getting high on hurricane sandy,on-topic
8156,RT @eyesOn_BREx: Ok sooo when is Hurricane Sandy supposed to start ??,on-topic
8157,"@blumspew  Hey comrade, can we get a shout out for those of us whom are about to do great battle with #Hurricane Sandy?!   :D",on-topic
8158,RT @aleamartinelli: “@hurricannesandy: HURRICANE IRENE WAZ DA TYPE OF BASIC BITCH THT WOULD TRY TO MAKE FETCH HAPPEN.” @demaralamonica,on-topic
8159,you people are real weird... “@AHurricaneSandy: LIFE'S TOO SHORT TO NOT BE A RATCHET HURRICANE.”,on-topic
8160,RT @Dj16sblastin: up with mamas @sabribri_xo this hurricane aint stopin us,on-topic
8161,@franticcurls @Yinkadoodle Odd years: Every odd hurricane is a girl. Even years: every even hurricane is a girl. Names start at A & go to Z,on-topic
8162,I wish the hurricane would've been here. At least we know how to act and don't over exaggerate -.-,on-topic
8163,@Wensuyeo I bet Hurricane Cherrie will be the laziest hurricane mun ada lah.,off-topic
8164,RT @RomneyStormTips: Everyone in the path of the hurricane should head to their second or third home to safety #Sandy #RomneyStormTips,on-topic
8165,RT @YasminSadie: Looks like Hurricane #Sandy stuck @realDonaldTrump 's head even further up his ass.,on-topic
8166,RT @57UN: APOCALYPTIC CHECKLIST: ? Hurricane #Sandy ? Hawaii #Tsunami ? Insane Presidential Election ? New Season of Jersey Shore ? Hone ...,on-topic
8167,RT @RahleeFranklin: HURRICANE SANDY ON YO TIMELINE !!! ??????? ?? ? ????? ????????? ?? ??????? ? ???? ??????????????? ?? ? ????? ??????? ...,on-topic
8168,"MT @DomVAPower: This is a great resource from @VDEM, hurricane shelters list - may want to bookmark this just in case! http://t.co/S4QuafWl",on-topic
8169,hurricane sandy...earthquake 7.7...tsunami warnings...the fuck,on-topic
8170,RT @SkyNewsBreak: Sky Sources: All British Airways flights to and from New York are cancelled with immediate effect due to Hurricane Sandy,on-topic
8171,"RT @Mikey_Allegheny: BIG POOL PARTY*\Going Down TOMORROW NIGHT At Your Front Door ! Hosted By: Hurricane Sandy . No Police , Music By Dj ...",on-topic
8172,RT @KhalifW05: David Stern just say Hurricane Katrina???????????????,on-topic
8173,Parents went to New York on Friday and now there is a massive hurricane about to break out. #sandyyourenotwanted,on-topic
8174,#Logo #design. Worked on them until I noticed I disliked them! Will work thru Sandy the #hurricane! Bring it on! http://t.co/f9D1LJpo,on-topic
8175,Two Guys Make Their Own Fun In Hurricane Sandy http://t.co/6jlHtUlO,on-topic
8176,RT @hurricannesandy: hurricane sandy is all fun and games till you lose power and wifi,on-topic
8177,Some post-Hurricane Sandy viewing - The Dark Side of Oz http://t.co/hzSv8pil,on-topic
8178,I have been needing a stay in sweats and watch tv all day kinda day for a while now. Thank you Hurricane Sandy ??,on-topic
8179,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
8180,RT @Brii_Tonic: Where do they get these fucking names from sandy ? Hurricane sandy I can't take a storm serious name sandy,on-topic
8181,Keynesian Economics Professor Tells Hurricane Victims “It’s Good For The Economy”\http://t.co/JGjsMNuZ,on-topic
8182,Seventeen people abandon ship in path of Hurricane Sandy http://t.co/hs2YC1Mh,on-topic
8183,"RT @SetonHallBSU: Hope everyone is safe! Hurricane Sandy may not have affected you, but it definitely devastated many lives. Prayers out ...",on-topic
8184,RT @SheeeRatchet: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay!!,on-topic
8185,Where is 'Hurricane Sandy' located? Haven't been tuned in...,on-topic
8186,"RT @furious_georgee: Why yes, I did brave the craziness that is Foodtown pre-hurricane for Nutella and pretzels. My priorities are cle ...",off-topic
8187,"RT @miilkkk: They give hurricanes pussy names, they need better names like hurricane chuck norris",on-topic
